"if_you_experience_symptoms_of_warning_signs,_which_specialist_would_you_consult?",do_you_know_what_is_a_brain_stroke?,how_soon_would_you_consult_a_specialist_after_experiencing_the_first_symptom?,"do_you_think_sudden_confusion_,trouble_speaking_or_understanding_speech_is_a_stroke_symptom?","do_you_think_sudden_numbness_or_weakness_of_face,_arm_or_leg_is_a_symptom_of_stroke?",do_you_think_sudden_nosebleed_is_a_stroke_of_symptom?,do_you_think_trouble_seeing_in_one_or_both_the_eyes_is_a_stroke_symptom?,age,gender,educational_level,salary,first_contact_after_experiencing_symptom,how_soon_treatment_should_be_taken_after_noticing_symptoms,where_to_go_after_experiencing_symptoms_of_brain_stroke,stroke_symptoms,risk_factors,what_advice_would_you_give_for_someone_experiencing_stroke_symptoms,score_specialist,score_know_stroke,score_action_first_symptom,score_confusion,score_numbness,score_nosebleed,score_vision,score_first_contact,score_urgency,score_location,score_symptoms,score_risk,score_advice,total_raw_score,awareness_score,awareness_category
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16,Moderate Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,"4,00,001 - 6,00,000",family/friend,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,4,1,2,1,1,0,1,0,2,3,2,2,0,72,6.21,Moderate Awareness
Neurologist,No,Within a day,yes,yes,yes,yes,26-40,Female,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,4,0,0,1,1,0,1,4,2,3,3,2,0,84,7.24,Moderate Awareness
Physician,No,Immediately,yes,yes,yes,yes,26-40,Male,graduate,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,0,2,1,1,0,1,4,2,3,3,2,0,78,6.72,Moderate Awareness
Neurologist,No,Immediately,maybe,maybe,maybe,maybe,26-40,Female,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,0,0,1,0,0,0,0,0,0,0,20,1.72,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,60+,Male,speciality,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,0,1,1,0,1,4,2,3,3,1,0,86,7.41,Moderate Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Male,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,4,2,3,3,2,0,77,6.64,Moderate Awareness
Physician,No,Within a week,maybe,maybe,maybe,no,60+,Male,graduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Male,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,4,2,3,3,2,0,77,6.64,Moderate Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,"4,00,001 - 6,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,4,2,3,3,2,0,77,6.64,Moderate Awareness
Orthopedic,No,Within a week,maybe,no,no,maybe,15-25,Male,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,2,0,4,2,3,0,0,0,49,4.22,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,0,1,1,0,1,0,2,3,3,2,0,69,5.95,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,"2,00,001 - 4,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,3,2,3,3,2,0,72,6.21,Moderate Awareness
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Male,undergraduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16,Moderate Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Female,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,4,2,3,3,2,0,77,6.64,Moderate Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,4,2,3,3,2,0,95,8.19,Moderate Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,2,1,1,0,1,3,2,3,3,2,0,84,7.24,Moderate Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,0,1,1,0,1,4,2,3,3,2,0,89,7.67,Moderate Awareness
Orthopedic,Yes,Within a day,yes,yes,yes,yes,15-25,Male,undergraduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"6,00,001 - 8,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16,Moderate Awareness
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Female,undergraduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Female,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,0,1,1,0,1,4,2,3,3,2,0,89,7.67,Moderate Awareness
Neurologist,No,Within a week,maybe,no,maybe,no,41-60,Female,graduate,"4,00,001 - 6,00,000",hospital,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,1,0,3,0,0,0,0,0,29,2.5,Low Awareness
Physician,No,Within a week,maybe,no,maybe,no,60+,Male,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Female,graduate,"below 2,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,4,1,0,1,1,0,1,4,2,3,3,2,0,89,7.67,Moderate Awareness
Physician,No,Within a week,yes,maybe,yes,maybe,26-40,Male,other,"6,00,001 - 8,00,000",family/friend,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0.43,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",keep_the_person_calm,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16,Moderate Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,undergraduate,"4,00,001 - 6,00,000",doctor,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,0,1,1,0,1,0,0,3,3,2,0,47,4.05,Low Awareness
Physician,No,Within a week,maybe,maybe,maybe,maybe,41-60,Female,graduate,"4,00,001 - 6,00,000",hospital,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,3,0,0,0,0,0,17,1.47,Low Awareness
Orthopedic,Yes,Immediately,yes,yes,yes,yes,60+,Male,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,0,1,2,1,1,0,1,4,2,3,3,2,3,89,7.67,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,undergraduate,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16,Moderate Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",other,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91,Low Awareness
Physician,No,Immediately,yes,yes,yes,yes,60+,Female,graduate,"above 8,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,2,1,1,0,1,0,0,0,0,0,0,18,1.55,Low Awareness
Physician,No,Within a day,no,yes,maybe,yes,15-25,Female,graduate,not_specified,doctor,immediately,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,1,1,1,0,2,3,0,0,0,34,2.93,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Male,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91,Low Awareness
Physician,No,Immediately,maybe,maybe,maybe,maybe,41-60,Female,other,"2,00,001 - 4,00,000",hospital,after_checkup _or_medical_tests,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,2,0,0,1,0,3,0,3,0,0,0,38,3.28,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,4,1,0,1,1,0,1,0,2,3,2,2,0,66,5.69,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,4,1,0,1,1,0,1,0,2,3,3,2,0,69,5.95,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,"4,00,001 - 6,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,4,1,0,1,1,0,1,0,2,3,2,2,0,66,5.69,Low Awareness
Physician,No,Within a week,maybe,no,maybe,maybe,26-40,Male,graduate,"6,00,001 - 8,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,unaware,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17,Low Awareness
Orthopedic,No,Immediately,yes,yes,yes,yes,60+,Male,graduate,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,0,0,2,1,1,0,1,0,2,3,3,2,3,64,5.52,Low Awareness
Physician,No,Within a week,maybe,maybe,maybe,maybe,26-40,Female,graduate,"2,00,001 - 4,00,000",emergency_services,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,4,0,0,0,0,0,22,1.9,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,speciality,"4,00,001 - 6,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,2,1,1,0,1,0,2,3,3,2,0,63,5.43,Low Awareness
Physician,No,Immediately,maybe,maybe,no,maybe,26-40,Male,high school,"above 8,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,2,0,0,2,0,0,0,0,0,0,0,10,0.86,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,"4,00,001 - 6,00,000",doctor,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,2,1,1,0,1,0,0,3,3,2,0,53,4.57,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Male,high school,"4,00,001 - 6,00,000",emergency_services,immediately,other,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,0,1,1,0,1,4,2,0,2,2,0,59,5.09,Low Awareness
Physician,No,Within a month,maybe,maybe,maybe,maybe,15-25,Male,graduate,not_specified,doctor,unaware,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,3,0,0,0,17,1.47,Low Awareness
Neurologist,No,Within a month,no,no,no,no,26-40,Male,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,16,1.38,Low Awareness
Neurologist,No,Within a day,no,no,no,no,41-60,Male,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,16,1.38,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",call_emergency_services,0,1,2,1,1,0,1,0,2,3,3,2,3,69,5.95,Low Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,60+,Male,graduate,not_specified,doctor,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,0,0,3,3,2,0,65,5.6,Low Awareness
Orthopedic,No,Within a week,maybe,maybe,no,maybe,60+,Male,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34,Low Awareness
Physician,No,Within a week,maybe,maybe,maybe,maybe,26-40,Female,graduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Male,graduate,"4,00,001 - 6,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91,Low Awareness
Physician,No,Within a week,maybe,maybe,maybe,maybe,60+,Male,other,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17,Low Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Female,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,0,2,3,3,2,0,75,6.47,Moderate Awareness
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Female,graduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17,Low Awareness
Orthopedic,No,Within a week,maybe,no,no,no,60+,Male,undergraduate,"4,00,001 - 6,00,000",hospital,unaware,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,2,0,3,0,3,0,0,0,34,2.93,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,"2,00,001 - 4,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,3,2,3,3,2,0,72,6.21,Moderate Awareness
