"if_you_experience_symptoms_of_warning_signs,_which_specialist_would_you_consult?",do_you_know_what_is_a_brain_stroke?,how_soon_would_you_consult_a_specialist_after_experiencing_the_first_symptom?,"do_you_think_sudden_confusion_,trouble_speaking_or_understanding_speech_is_a_stroke_symptom?","do_you_think_sudden_numbness_or_weakness_of_face,_arm_or_leg_is_a_symptom_of_stroke?",do_you_think_sudden_nosebleed_is_a_stroke_of_symptom?,do_you_think_trouble_seeing_in_one_or_both_the_eyes_is_a_stroke_symptom?,age,gender,educational_level,salary,first_contact_after_experiencing_symptom,how_soon_treatment_should_be_taken_after_noticing_symptoms,where_to_go_after_experiencing_symptoms_of_brain_stroke,stroke_symptoms,risk_factors,what_advice_would_you_give_for_someone_experiencing_stroke_symptoms,score_specialist,score_know_stroke,score_action_first_symptom,score_confusion,score_numbness,score_nosebleed,score_vision,score_first_contact,score_urgency,score_location,score_symptoms,score_risk,score_advice,score_symptoms_combined,total_raw_score,symptom_awareness_score,awareness_score,awareness_category,awareness_specialist,awareness_know_stroke,awareness_action_first_symptom,awareness_symptom_checklist,awareness_first_contact,awareness_urgency,awareness_location,awareness_risk_factors,awareness_advice
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,immediately,emergency_services,"dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",other,2,1,1,1,1,0,1,4,2,4,0,4,0,12,88,4.8,7.59,Moderate Awareness,Moderate Awareness,High Awareness,Moderate Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness
Orthopedic,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,no_response,immediately,doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,2,1,1,0,1,0,2,0,3,3,0,21,51,8.4,4.4,Low Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",No,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,0,0,1,1,1,0,1,0,0,0,3,4,0,21,36,8.4,3.1,Low Awareness,Low Awareness,Low Awareness,Moderate Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,not_specified,family/friend,after_few_days_(2-3days_or_week),other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,4,1,1,1,1,0,1,0,0,0,3,4,0,21,53,8.4,4.57,Low Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,no,no,no,no,60+,Male,high school,not_specified,family/friend,unaware,hospital_or_medical_centre,no_response,Unaware,seek_medical_help,0,0,0,0,0,2,0,0,0,3,0,0,0,4,19,1.6,1.64,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,yes,yes,yes,yes,41-60,Male,undergraduate,"2,00,001 - 4,00,000",doctor,after_checkup _or_medical_tests,doctor_or_specialist,"speech_or_confusion,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,0,1,1,1,1,0,1,0,0,0,1,4,0,15,35,6.0,3.02,Low Awareness,Low Awareness,High Awareness,Moderate Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Neurologist,No,Within a week,maybe,maybe,maybe,maybe,41-60,Female,graduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,1,0,0,0,0,0,0,0,2,14,0.8,1.21,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Within a week,yes,maybe,yes,maybe,15-25,Male,high school,not_specified,emergency_services,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,0,1,0,0,0,4,0,3,3,2,0,14,66,5.6,5.69,Low Awareness,Moderate Awareness,High Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness,Moderate Awareness,Moderate Awareness,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,emergency_services,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,2,1,1,1,1,0,1,4,2,4,3,3,0,21,94,8.4,8.1,Moderate Awareness,Moderate Awareness,High Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness
Neurologist,No,Within a week,no,no,yes,no,41-60,Male,high school,"2,00,001 - 4,00,000",no_response,no_response,hospital_or_medical_centre,no_response,Unaware,no_response,4,0,0,0,0,0,0,0,0,3,0,0,0,0,27,0.0,2.33,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness
Physician,No,Within a week,maybe,no,no,no,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Male,high school,not_specified,emergency_services,immediately,emergency_services,"dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",other,2,1,1,1,1,0,1,4,2,4,0,4,0,12,88,4.8,7.59,Moderate Awareness,Moderate Awareness,High Awareness,Moderate Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,no,no,no,no,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,1.6,0.34,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,doctor,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",avoid_food_or_drink_sleep,0,1,2,1,1,0,1,0,0,0,3,4,0,21,44,8.4,3.79,Low Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,no_response,for_ct_scan_or_diagnostic,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",call_emergency_services,4,1,2,1,1,0,1,4,0,0,3,4,3,21,82,8.4,7.07,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,High Awareness,High Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"4,00,001 - 6,00,000",no_response,immediately,doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,4,1,2,1,1,0,1,0,2,0,3,3,0,21,63,8.4,5.43,Low Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,emergency_services,immediately,for_ct_scan_or_diagnostic,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",other,2,1,2,1,1,0,1,4,2,0,3,4,0,21,80,8.4,6.9,Moderate Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,4,1,2,1,1,0,1,3,2,3,3,4,0,21,96,8.4,8.28,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Male,graduate,"2,00,001 - 4,00,000",family/friend,after_few_days_(2-3days_or_week),doctor_or_specialist,speech_or_confusion,"diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,4,1,1,1,1,0,1,0,0,0,1,3,0,15,44,6.0,3.79,Low Awareness,High Awareness,High Awareness,Moderate Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Orthopedic,No,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,0,0,1,1,1,0,1,0,0,0,3,4,0,21,36,8.4,3.1,Low Awareness,Low Awareness,Low Awareness,Moderate Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Physician,No,Immediately,maybe,no,maybe,maybe,15-25,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,unaware,2,0,2,0,0,1,0,0,0,0,0,0,0,2,14,0.8,1.21,Low Awareness,Moderate Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",unaware,4,1,1,1,1,0,1,0,0,0,3,4,0,21,53,8.4,4.57,Low Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",family/friend,after_few_days_(2-3days_or_week),other,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,2,1,1,1,1,0,1,0,0,0,3,4,0,21,47,8.4,4.05,Low Awareness,Moderate Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"4,00,001 - 6,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,2,1,2,1,1,0,1,3,2,3,3,4,0,21,90,8.4,7.76,Moderate Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Physician,No,Immediately,no,yes,yes,yes,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,unaware,2,0,2,0,1,0,1,0,0,0,0,0,0,7,19,2.8,1.64,Low Awareness,Moderate Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
