"if_you_experience_symptoms_of_warning_signs,_which_specialist_would_you_consult?",do_you_know_what_is_a_brain_stroke?,how_soon_would_you_consult_a_specialist_after_experiencing_the_first_symptom?,"do_you_think_sudden_confusion_,trouble_speaking_or_understanding_speech_is_a_stroke_symptom?","do_you_think_sudden_numbness_or_weakness_of_face,_arm_or_leg_is_a_symptom_of_stroke?",do_you_think_sudden_nosebleed_is_a_stroke_of_symptom?,do_you_think_trouble_seeing_in_one_or_both_the_eyes_is_a_stroke_symptom?,age,gender,educational_level,salary,first_contact_after_experiencing_symptom,how_soon_treatment_should_be_taken_after_noticing_symptoms,where_to_go_after_experiencing_symptoms_of_brain_stroke,stroke_symptoms,risk_factors,what_advice_would_you_give_for_someone_experiencing_stroke_symptoms,score_specialist,score_know_stroke,score_confusion,score_numbness,score_vision,score_nosebleed,score_urgency,score_location,total_raw_score,awareness_score
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Female,undergraduate,Not Specified,Emergency Services,Immediate,Emergency Services,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",other,4,1,1,1,1,0,0,0,29,4.6
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,maybe,no,no,maybe,26-40,Male,graduate,"6,00,001 - 8,00,000",Family/Friend,Unaware,Hospital /Medical Centre,Unaware,Unaware,Unaware / No Idea,2,0,0,0,0,2,0,3,25,3.97
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,maybe,no,no,maybe,26-40,Male,graduate,"6,00,001 - 8,00,000",Doctor,Immediate,Hospital /Medical Centre,Unaware,Unaware,Unaware / No Idea,2,0,0,0,0,2,0,3,25,3.97
Orthopedic,No,Within a week,no,no,yes,no,15-25,Male,high school,Not Specified,Unknown,Unknown,Hospital /Medical Centre,Unaware,Unaware,No response,0,0,0,0,0,0,0,3,15,2.38
Physician,Yes,Within a day,maybe,yes,yes,yes,26-40,Male,other,"Above 8,00,000",Doctor,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Call Emergency Services,0,1,0,1,1,0,0,3,27,4.29
Neurologist,No,Within a week,no,no,no,no,15-25,Female,high school,"2,00,001 - 4,00,000",Emergency Services,after few days (2-3days or week),Hospital /Medical Centre,Unaware,Unaware,No response,4,0,0,0,0,2,0,3,31,4.92
Physician,No,Within a week,maybe,no,no,maybe,15-25,Female,graduate,Not Specified,Family/Friend,Unaware,Hospital /Medical Centre,Unaware,Unaware,No response,0,0,0,0,0,2,0,3,19,3.02
Physician,No,Within a week,no,maybe,no,no,26-40,Female,graduate,Not Specified,Hospital,after few days (2-3days or week),Hospital /Medical Centre,Unaware,Unaware,No response,0,0,0,0,0,2,0,3,19,3.02
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,maybe,maybe,maybe,maybe,15-25,Female,high school,Not Specified,Family/Friend,after few days (2-3days or week),Hospital /Medical Centre,Unaware,Unaware,No response,2,0,0,0,0,1,0,3,23,3.65
Neurologist,No,Within a week,no,maybe,maybe,no,15-25,Female,graduate,Not Specified,Family/Friend,after few days (2-3days or week),Other,Unaware,Unaware,No response,4,0,0,0,0,1,0,0,14,2.22
Physician,No,Within a week,no,no,no,no,41-60,Female,high school,Not Specified,Family/Friend,Unknown,Doctor /Specialist,Unaware,Unaware,No response,0,0,0,0,0,2,0,0,4,0.63
Neurologist,Yes,Immediately,maybe,yes,yes,yes,15-25,Female,high school,Not Specified,Family/Friend,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Avoid Food / Drink / Sleep,4,1,0,1,1,0,0,3,39,6.19
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,Not Specified,Emergency Services,Immediate,Emergency Services,"Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",other,4,1,1,1,1,0,0,0,29,4.6
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,Not Specified,Emergency Services,Immediate,Doctor /Specialist,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",No response,2,1,1,1,1,0,0,0,23,3.65
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Male,graduate,"2,00,001 - 4,00,000",Family/Friend,Immediate,Doctor /Specialist,Speech / Confusion,"Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Seek Medical Help,4,1,1,1,1,0,0,0,29,4.6
Physician,No,Within a day,yes,yes,yes,yes,15-25,Female,graduate,Not Specified,Doctor,Unknown,Doctor /Specialist,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Keep the Person Calm,0,0,1,1,1,0,0,0,12,1.9
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,Not Specified,Family/Friend,after few days (2-3days or week),Other,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,2,1,1,1,1,0,0,0,23,3.65
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",Doctor,after few days (2-3days or week),Doctor /Specialist,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Unaware / No Idea,2,1,1,1,1,0,0,0,23,3.65
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Male,high school,Not Specified,Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,1,0,0,2,0.32
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Male,high school,Not Specified,Unknown,Unknown,Unknown /No Response,,Unaware,No response,0,0,0,0,0,1,0,0,2,0.32
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,Not Specified,Family/Friend,after few days (2-3days or week),Other,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Keep the Person Calm,0,1,1,1,1,0,0,0,17,2.7
Neurologist,No,Within a day,maybe,maybe,maybe,maybe,15-25,Female,high school,Not Specified,Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,4,0,0,0,0,1,0,0,14,2.22
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,other,Not Specified,Doctor,after few days (2-3days or week),Doctor /Specialist,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,0,17,2.7
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,26-40,Male,graduate,"4,00,001 - 6,00,000",Doctor,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,2,1,1,1,1,0,0,3,38,6.03
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,maybe,maybe,no,no,26-40,Male,graduate,"2,00,001 - 4,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,2,0,0,0,0,2,0,0,10,1.59
Physician,No,Within a week,maybe,no,no,no,26-40,Male,high school,"2,00,001 - 4,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,2,0,0,4,0.63
Physician,No,Within a week,no,no,no,no,41-60,Male,high school,"4,00,001 - 6,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,2,0,0,4,0.63
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Male,high school,"4,00,001 - 6,00,000",Doctor,after few days (2-3days or week),Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Male,other,"4,00,001 - 6,00,000",Hospital,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",other,0,1,1,1,1,0,0,3,32,5.08
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,maybe,maybe,maybe,maybe,41-60,Male,high school,"2,00,001 - 4,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,2,0,0,0,0,1,0,0,8,1.27
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,41-60,Male,graduate,"4,00,001 - 6,00,000",Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Call Emergency Services,2,1,1,1,1,0,0,3,38,6.03
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,"4,00,001 - 6,00,000",Doctor,Unknown,Other,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Avoid Food / Drink / Sleep,0,1,1,1,1,0,0,0,17,2.7
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"4,00,001 - 6,00,000",Emergency Services,Unknown,CT Scan /Diagnostic,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Call Emergency Services,0,1,1,1,1,0,0,0,17,2.7
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",Emergency Services,Immediate,CT Scan /Diagnostic,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",other,0,1,1,1,1,0,0,0,17,2.7
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,"2,00,001 - 4,00,000",Hospital,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",No response,0,1,1,1,1,0,0,3,32,5.08
Physician,No,Immediately,maybe,no,maybe,maybe,26-40,Male,high school,"4,00,001 - 6,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,Unaware / No Idea,0,0,0,0,0,1,0,0,2,0.32
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,Not Specified,Hospital,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Keep the Person Calm,0,1,1,1,1,0,0,3,32,5.08
Physician,No,Immediately,no,yes,yes,yes,15-25,Male,high school,"2,00,001 - 4,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,Unaware / No Idea,0,0,0,1,1,0,0,0,7,1.11
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,41-60,Male,graduate,"4,00,001 - 6,00,000",Emergency Services,After Checkup  or medical tests,CT Scan /Diagnostic,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Seek Medical Help,2,1,1,1,1,0,0,0,23,3.65
Physician,No,Within a week,maybe,no,no,no,26-40,Male,high school,"4,00,001 - 6,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,2,0,0,4,0.63
Physician,No,Within a week,maybe,maybe,maybe,maybe,26-40,Male,high school,"4,00,001 - 6,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,1,0,0,2,0.32
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Male,high school,"2,00,001 - 4,00,000",Emergency Services,Immediate,Other,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Unaware",other,0,1,1,1,1,0,0,0,17,2.7
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,maybe,maybe,maybe,maybe,26-40,Male,high school,"2,00,001 - 4,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,2,0,0,0,0,1,0,0,8,1.27
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",Emergency Services,After Checkup  or medical tests,Emergency Services,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",No response,0,1,1,1,1,0,0,0,17,2.7
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,no,no,no,no,41-60,Female,graduate,"2,00,001 - 4,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,2,0,0,0,0,2,0,0,10,1.59
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,"2,00,001 - 4,00,000",Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Age / Family histiry of stroke  / Gender, Unaware",Keep the Person Calm,0,1,1,1,1,0,0,3,32,5.08
"ENT (Ear, Nose, and Throat specialist)",No,Within a week,maybe,maybe,maybe,maybe,15-25,Male,high school,"2,00,001 - 4,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,2,0,0,0,0,1,0,0,8,1.27
Physician,No,I would not consult a specialist,maybe,no,no,no,41-60,Female,high school,Not Specified,Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,2,0,0,4,0.63
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,Not Specified,Emergency Services,Immediate,Other,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",No response,0,1,1,1,1,0,0,0,17,2.7
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,Not Specified,Emergency Services,Immediate,Emergency Services,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Unaware",Call Emergency Services,0,1,1,1,1,0,0,0,17,2.7
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,Not Specified,Family/Friend,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Age / Family histiry of stroke  / Gender, Unaware",Keep the Person Calm,0,1,1,1,1,0,0,3,32,5.08
Physician,No,Within a week,maybe,no,no,maybe,41-60,Female,high school,Not Specified,Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,2,0,0,4,0.63
Physician,No,Within a week,no,no,no,no,41-60,Male,high school,Not Specified,Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,2,0,0,4,0.63
Physician,No,Within a week,maybe,no,maybe,no,41-60,Male,high school,Not Specified,Family/Friend,Unknown,Hospital /Medical Centre,Unaware,Unaware,No response,0,0,0,0,0,1,0,3,17,2.7
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,Not Specified,Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Unaware",Keep the Person Calm,2,1,1,1,1,0,0,3,38,6.03
Physician,No,Immediately,yes,yes,yes,yes,26-40,Male,high school,"4,00,001 - 6,00,000",Emergency Services,Unknown,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache",Age / Family histiry of stroke  / Gender,Keep the Person Calm,0,0,1,1,1,0,0,3,27,4.29
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,undergraduate,Not Specified,Emergency Services,after few days (2-3days or week),Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Age / Family histiry of stroke  / Gender, Unaware",Seek Medical Help,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,undergraduate,Not Specified,Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",Call Emergency Services,0,1,1,1,1,0,0,3,32,5.08
Physician,No,Within a week,maybe,maybe,no,no,26-40,Male,high school,"4,00,001 - 6,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,2,0,0,4,0.63
Physician,No,Immediately,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",Emergency Services,Immediate,Other,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Unaware",Call Emergency Services,0,0,1,1,1,0,0,0,12,1.9
Physician,No,Within a week,no,no,no,no,26-40,Male,high school,"2,00,001 - 4,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,2,0,0,4,0.63
Neurologist,Yes,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",Emergency Services,Immediate,Emergency Services,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",Call Emergency Services,4,1,1,1,1,0,0,0,29,4.6
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,Not Specified,Emergency Services,After Checkup  or medical tests,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender",Call Emergency Services,2,1,1,1,1,0,0,3,38,6.03
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"4,00,001 - 6,00,000",Emergency Services,Immediate,Other,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",Call Emergency Services,0,1,1,1,1,0,0,0,17,2.7
Physician,No,Within a day,no,maybe,no,no,41-60,Male,high school,Not Specified,Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,2,0,0,4,0.63
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,Not Specified,Emergency Services,After Checkup  or medical tests,CT Scan /Diagnostic,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",Call Emergency Services,2,1,1,1,1,0,0,0,23,3.65
Physician,No,Within a day,maybe,maybe,maybe,maybe,26-40,Male,graduate,"4,00,001 - 6,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,1,0,0,2,0.32
Physician,No,Immediately,maybe,no,maybe,maybe,15-25,Female,high school,"Below 2,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,1,0,0,2,0.32
Physician,No,Within a week,maybe,maybe,no,no,26-40,Male,high school,"2,00,001 - 4,00,000",Emergency Services,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,2,0,0,4,0.63
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Male,undergraduate,"Below 2,00,000",Unknown,Immediate,Hospital /Medical Centre,"Paralysis / Weakness, Vision Problems, Dizziness","Diabetes / Obesity, Unaware",other,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,undergraduate,Not Specified,Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",Call Emergency Services,0,1,1,1,1,0,0,3,32,5.08
Physician,No,Within a week,no,maybe,maybe,maybe,41-60,Male,high school,Not Specified,Unknown,Unaware,Unknown /No Response,Unaware,Unaware,other,0,0,0,0,0,1,0,0,2,0.32
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,undergraduate,Not Specified,Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",other,0,1,1,1,1,0,0,3,32,5.08
Physician,No,Other,no,maybe,maybe,maybe,26-40,Female,graduate,"2,00,001 - 4,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,1,0,0,2,0.32
Orthopedic,Yes,Immediately,yes,yes,yes,yes,41-60,Male,graduate,"Below 2,00,000",Unknown,Unknown,Emergency Services,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",Call Emergency Services,0,1,1,1,1,0,0,0,17,2.7
Neurologist,No,Within a day,yes,yes,maybe,yes,26-40,Female,other,Not Specified,Emergency Services,Immediate,Unknown /No Response,Unaware,Unaware,Ensure Rest and Safety,4,0,1,1,1,1,0,0,26,4.13
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Male,undergraduate,Not Specified,Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",Call Emergency Services,4,1,1,1,1,0,0,3,44,6.98
Orthopedic,Yes,Within a day,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",Call Emergency Services,0,1,1,1,1,0,0,3,32,5.08
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"4,00,001 - 6,00,000",Emergency Services,Immediate,Hospital /Medical Centre,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",Avoid Food / Drink / Sleep,0,1,1,1,1,0,0,3,32,5.08
Neurologist,No,Immediately,no,maybe,maybe,maybe,26-40,Female,graduate,"2,00,001 - 4,00,000",Doctor,Immediate,Doctor /Specialist,,Other,other,4,0,0,0,0,1,0,0,14,2.22
Physician,No,Immediately,maybe,maybe,maybe,maybe,26-40,Male,graduate,"6,00,001 - 8,00,000",Doctor,Immediate,Unknown /No Response,Unaware,Unaware,No response,0,0,0,0,0,1,0,0,2,0.32
Physician,No,Immediately,maybe,maybe,maybe,maybe,15-25,Female,graduate,"2,00,001 - 4,00,000",Emergency Services,Immediate,Doctor /Specialist,Unaware,Unaware,Unaware / No Idea,0,0,0,0,0,1,0,0,2,0.32
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,15-25,Female,graduate,"4,00,001 - 6,00,000",Emergency Services,Immediate,Doctor /Specialist,"Speech / Confusion, Paralysis / Weakness, Vision Problems, Dizziness","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs, Age / Family histiry of stroke  / Gender, Unaware",Avoid Food / Drink / Sleep,2,1,1,1,1,0,0,0,23,3.65
Orthopedic,Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"4,00,001 - 6,00,000",Emergency Services,Immediate,Doctor /Specialist,"Paralysis / Weakness, Vision Problems, Dizziness, Headache","Blood pressure or Heart problem, Diabetes / Obesity, Smoking / Alcohol / Drugs",No response,0,1,1,1,1,0,0,0,17,2.7
Orthopedic,No,Within a day,maybe,maybe,maybe,maybe,41-60,Male,graduate,"4,00,001 - 6,00,000",Doctor,Immediate,Doctor /Specialist,Unaware,Unaware,Unaware / No Idea,0,0,0,0,0,1,0,0,2,0.32
Physician,No,Within a day,maybe,maybe,maybe,maybe,26-40,Male,high school,"2,00,001 - 4,00,000",Doctor,Immediate,Hospital /Medical Centre,Unaware,Unaware,No response,0,0,0,0,0,1,0,3,17,2.7
Physician,No,Within a day,maybe,maybe,maybe,maybe,41-60,Female,high school,"2,00,001 - 4,00,000",Doctor,Immediate,Doctor /Specialist,Unaware,Unaware,No response,0,0,0,0,0,1,0,0,2,0.32
Physician,No,Within a day,maybe,maybe,maybe,maybe,26-40,Male,high school,"2,00,001 - 4,00,000",Family/Friend,Immediate,Hospital /Medical Centre,Unaware,Unaware,Unaware / No Idea,0,0,0,0,0,1,0,3,17,2.7
Neurologist,No,Within a day,maybe,maybe,maybe,maybe,41-60,Female,high school,"2,00,001 - 4,00,000",Unknown,Unknown,Unknown /No Response,Unaware,Unaware,No response,4,0,0,0,0,1,0,0,14,2.22
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Male,high school,"2,00,001 - 4,00,000",Doctor,Immediate,Hospital /Medical Centre,Unaware,Unaware,No response,0,0,0,0,0,1,0,3,17,2.7
Physician,No,Within a day,maybe,maybe,maybe,maybe,15-25,Male,high school,"2,00,001 - 4,00,000",Hospital,Immediate,Hospital /Medical Centre,Unaware,Unaware,No response,0,0,0,0,0,1,0,3,17,2.7
